order_id;customer_id;orderdate;employee_id;deliverydate
698;154;2021-05-06;8;2021-05-14
699;5;2021-01-03;5;2021-01-11
700;49;2021-02-26;3;2021-03-06
701;24;2020-08-19;3;2020-08-27
702;41;2021-08-16;2;2021-08-24
703;148;2022-01-16;1;2022-01-24
704;76;2020-07-02;7;2020-07-10
705;19;2020-02-18;8;2020-02-26
706;106;2020-04-28;8;2020-05-06
707;48;2020-11-11;9;2020-11-19
708;10;2019-05-30;9;2019-06-07
709;101;2020-05-18;2;2020-05-26
710;183;2020-06-10;9;2020-06-18
711;89;2020-12-27;9;2021-01-04
712;18;2021-10-02;3;2021-10-10
713;188;2021-02-05;6;2021-02-13
714;87;2020-04-09;6;2020-04-17
715;118;2019-10-18;3;2019-10-26
716;46;2022-01-16;6;2022-01-24
717;181;2021-06-15;3;2021-06-23
718;5;2019-07-03;9;2019-07-11
719;193;2020-04-12;3;2020-04-20
720;110;2020-01-24;1;2020-02-01
721;22;2021-04-12;8;2021-04-20
722;171;2020-08-01;5;2020-08-09
723;150;2022-01-19;8;2022-01-27
724;150;2019-11-18;2;2019-11-26
725;51;2021-01-10;9;2021-01-18
726;183;2019-05-15;3;2019-05-23
727;11;2019-11-17;9;2019-11-25
728;118;2019-08-24;7;2019-09-01
729;47;2021-12-13;8;2021-12-21
730;1;2021-12-14;7;2021-12-22
731;172;2020-03-21;6;2020-03-29
732;82;2021-02-12;7;2021-02-20
733;21;2021-01-28;2;2021-02-05
734;190;2019-08-13;2;2019-08-21
735;31;2020-10-31;6;2020-11-08
736;115;2019-09-16;4;2019-09-24
737;121;2021-07-03;8;2021-07-11
738;3;2019-07-02;5;2019-07-10
739;189;2020-03-27;1;2020-04-04
740;5;2021-07-09;6;2021-07-17
741;0;2022-01-15;7;2022-01-23
742;71;2019-08-11;9;2019-08-19
743;115;2020-06-01;4;2020-06-09
744;154;2021-12-25;9;2022-01-02
745;80;2019-11-06;2;2019-11-14
746;193;2021-04-14;6;2021-04-22
747;94;2021-02-22;4;2021-03-02
748;5;2020-06-21;1;2020-06-29
749;7;2021-05-26;9;2021-06-03
750;135;2020-02-20;3;2020-02-28
751;164;2022-02-03;9;2022-02-11
752;179;2021-01-30;7;2021-02-07
753;71;2020-06-16;10;2020-06-24
754;101;2020-04-25;6;2020-05-03
755;141;2021-10-11;2;2021-10-19
756;128;2020-11-23;4;2020-12-01
757;41;2021-01-02;5;2021-01-10
758;19;2019-08-06;4;2019-08-14
759;182;2021-02-21;6;2021-03-01
760;90;2019-03-04;6;2019-03-12
761;180;2021-12-18;7;2021-12-26
762;62;2021-11-01;3;2021-11-09
763;90;2021-12-21;10;2021-12-29
764;53;2020-04-25;8;2020-05-03
765;138;2021-06-24;5;2021-07-02
766;158;2019-10-16;9;2019-10-24
767;49;2020-07-12;5;2020-07-20
768;25;2020-05-02;8;2020-05-10
769;60;2021-02-22;9;2021-03-02
770;82;2021-01-16;10;2021-01-24
771;18;2020-07-20;4;2020-07-28
772;181;2020-10-31;3;2020-11-08
773;139;2020-08-06;8;2020-08-14
774;64;2019-06-04;8;2019-06-12
775;26;2019-04-09;8;2019-04-17
776;27;2021-05-27;6;2021-06-04
777;133;2019-02-18;1;2019-02-26
778;9;2020-06-10;3;2020-06-18
779;196;2019-10-21;10;2019-10-29
780;122;2021-11-18;3;2021-11-26
781;47;2020-01-07;9;2020-01-15
782;108;2019-02-19;4;2019-02-27
783;92;2021-10-31;7;2021-11-08
784;94;2019-06-16;8;2019-06-24
785;136;2020-10-12;9;2020-10-20
786;190;2021-01-23;2;2021-01-31
787;65;2020-06-04;4;2020-06-12
788;180;2020-08-02;5;2020-08-10
789;109;2020-08-07;1;2020-08-15
790;53;2021-12-04;6;2021-12-12
791;173;2021-12-04;2;2021-12-12
792;134;2019-04-19;8;2019-04-27
793;21;2021-03-14;10;2021-03-22
794;10;2019-02-21;8;2019-03-01
795;162;2020-11-27;8;2020-12-05
796;7;2021-12-16;1;2021-12-24
797;104;2020-04-22;2;2020-04-30
798;29;2021-10-27;7;2021-11-04
799;44;2022-01-30;9;2022-02-07
800;99;2021-03-03;7;2021-03-11
801;152;2020-03-16;8;2020-03-24
802;76;2019-09-30;6;2019-10-08
803;82;2021-06-16;2;2021-06-24
804;60;2019-11-19;9;2019-11-27
805;127;2020-02-04;6;2020-02-12
806;78;2021-03-31;5;2021-04-08
807;183;2019-11-22;10;2019-11-30
808;164;2021-03-27;9;2021-04-04
809;34;2020-09-15;3;2020-09-23
810;122;2019-05-13;5;2019-05-21
811;75;2019-02-23;8;2019-03-03
812;26;2020-10-17;8;2020-10-25
813;80;2019-04-20;6;2019-04-28
814;56;2021-07-28;1;2021-08-05
815;74;2019-08-08;2;2019-08-16
816;39;2019-07-27;5;2019-08-04
817;125;2019-10-10;8;2019-10-18
818;63;2019-05-05;1;2019-05-13
819;18;2022-01-06;4;2022-01-14
820;142;2019-06-13;8;2019-06-21
821;176;2019-07-28;8;2019-08-05
822;60;2021-04-24;7;2021-05-02
823;166;2021-10-13;7;2021-10-21
824;59;2021-06-08;8;2021-06-16
825;174;2021-03-27;10;2021-04-04
826;63;2020-04-12;4;2020-04-20
827;62;2021-10-04;4;2021-10-12
828;149;2020-01-21;5;2020-01-29
829;159;2021-05-22;1;2021-05-30
830;131;2021-09-10;1;2021-09-18
831;179;2021-09-18;9;2021-09-26
832;120;2019-05-10;10;2019-05-18
833;18;2021-05-26;2;2021-06-03
834;82;2020-08-21;5;2020-08-29
835;124;2021-02-21;5;2021-03-01
836;109;2021-07-13;9;2021-07-21
837;51;2019-12-19;3;2019-12-27
838;46;2020-04-09;5;2020-04-17
839;142;2022-01-12;3;2022-01-20
840;112;2021-12-02;5;2021-12-10
841;104;2021-12-03;5;2021-12-11
842;170;2020-08-24;9;2020-09-01
843;192;2021-09-19;4;2021-09-27
844;109;2022-01-25;8;2022-02-02
845;41;2021-01-28;4;2021-02-05
846;52;2019-10-08;6;2019-10-16
847;20;2020-06-13;10;2020-06-21
848;0;2021-04-12;8;2021-04-20
849;196;2021-06-06;7;2021-06-14
850;98;2020-08-24;4;2020-09-01
851;41;2022-02-01;10;2022-02-09
852;32;2019-04-29;1;2019-05-07
853;16;2019-10-12;8;2019-10-20
854;14;2019-02-16;9;2019-02-24
855;36;2021-07-01;3;2021-07-09
856;31;2020-04-07;5;2020-04-15
857;46;2020-05-16;5;2020-05-24
858;189;2021-11-28;7;2021-12-06
859;200;2019-06-04;2;2019-06-12
860;79;2021-03-07;6;2021-03-15
861;81;2020-08-11;10;2020-08-19
862;120;2020-10-01;6;2020-10-09
863;124;2021-03-11;6;2021-03-19
864;57;2021-08-13;10;2021-08-21
865;111;2021-05-12;4;2021-05-20
866;198;2020-05-21;9;2020-05-29
867;64;2020-01-26;10;2020-02-03
868;74;2019-05-28;7;2019-06-05
869;5;2020-12-01;7;2020-12-09
870;64;2020-03-30;4;2020-04-07
871;86;2021-03-04;2;2021-03-12
872;155;2019-07-18;2;2019-07-26
873;16;2019-07-09;3;2019-07-17
874;129;2021-07-06;7;2021-07-14
875;114;2021-04-29;9;2021-05-07
876;197;2020-02-08;3;2020-02-16
877;6;2019-05-23;8;2019-05-31
878;96;2019-10-31;7;2019-11-08
879;200;2019-03-04;3;2019-03-12
880;134;2021-07-22;7;2021-07-30
881;27;2021-06-13;8;2021-06-21
882;43;2020-11-10;4;2020-11-18
883;112;2019-08-11;5;2019-08-19
884;133;2019-08-18;3;2019-08-26
885;172;2020-01-08;6;2020-01-16
886;35;2020-07-01;9;2020-07-09
887;148;2020-01-05;9;2020-01-13
888;11;2019-02-12;5;2019-02-20
889;187;2019-04-19;1;2019-04-27
890;46;2021-12-06;9;2021-12-14
891;167;2019-09-23;1;2019-10-01
892;72;2019-04-18;7;2019-04-26
893;39;2019-11-05;10;2019-11-13
894;66;2020-07-28;7;2020-08-05
895;30;2021-09-13;10;2021-09-21
896;76;2021-05-19;2;2021-05-27
897;1;2021-04-30;6;2021-05-08
898;167;2019-09-18;7;2019-09-26
899;29;2019-12-25;10;2020-01-02
900;170;2020-06-21;1;2020-06-29
901;47;2019-02-06;5;2019-02-14
902;69;2021-10-09;9;2021-10-17
903;83;2020-07-09;8;2020-07-17
904;116;2019-07-30;7;2019-08-07
905;73;2020-06-28;3;2020-07-06
906;68;2021-10-15;10;2021-10-23
907;118;2019-12-17;9;2019-12-25
908;131;2021-12-10;10;2021-12-18
909;165;2019-06-04;4;2019-06-12
910;180;2021-06-21;8;2021-06-29
911;109;2019-10-07;7;2019-10-15
912;6;2020-06-11;9;2020-06-19
913;183;2020-03-27;7;2020-04-04
914;170;2020-01-31;4;2020-02-08
915;196;2022-01-16;1;2022-01-24
916;1;2019-12-29;1;2020-01-06
917;165;2019-09-30;4;2019-10-08
918;188;2019-03-07;9;2019-03-15
919;51;2020-04-03;5;2020-04-11
920;9;2020-01-22;8;2020-01-30
921;119;2020-06-12;8;2020-06-20
922;162;2021-11-07;3;2021-11-15
923;166;2021-08-09;10;2021-08-17
924;93;2021-07-14;5;2021-07-22
925;31;2019-05-22;5;2019-05-30
926;99;2020-06-21;8;2020-06-29
927;1;2021-08-19;7;2021-08-27
928;92;2019-10-27;1;2019-11-04
929;82;2021-08-11;5;2021-08-19
930;86;2019-02-14;7;2019-02-22
931;198;2020-03-04;6;2020-03-12
932;5;2019-07-19;5;2019-07-27
933;158;2019-11-17;1;2019-11-25
934;194;2019-12-01;4;2019-12-09
935;35;2020-01-08;3;2020-01-16
936;101;2021-07-12;7;2021-07-20
937;183;2022-01-07;4;2022-01-15
938;98;2020-04-18;7;2020-04-26
939;139;2020-03-04;1;2020-03-12
940;10;2020-07-10;6;2020-07-18
941;95;2021-07-09;8;2021-07-17
942;199;2020-12-12;2;2020-12-20
943;138;2021-12-01;8;2021-12-09
944;109;2021-08-23;8;2021-08-31
945;168;2019-07-08;10;2019-07-16
946;21;2019-08-04;10;2019-08-12
947;32;2020-07-07;8;2020-07-15
948;56;2019-12-14;8;2019-12-22
949;185;2019-08-02;3;2019-08-10
950;36;2021-07-14;2;2021-07-22
951;102;2019-10-12;1;2019-10-20
952;179;2021-07-11;9;2021-07-19
953;93;2021-05-20;3;2021-05-28
954;177;2019-08-20;3;2019-08-28
955;66;2019-05-23;5;2019-05-31
956;195;2019-09-11;5;2019-09-19
957;135;2020-05-16;9;2020-05-24
958;175;2022-01-13;6;2022-01-21
959;83;2019-04-21;7;2019-04-29
960;144;2021-04-13;5;2021-04-21
961;180;2021-09-11;1;2021-09-19
962;197;2019-08-05;5;2019-08-13
963;162;2020-12-28;4;2021-01-05
964;140;2021-04-23;1;2021-05-01
965;192;2019-09-07;10;2019-09-15
966;10;2021-04-02;10;2021-04-10
967;76;2022-01-26;6;2022-02-03
968;185;2019-12-09;1;2019-12-17
969;179;2019-03-13;8;2019-03-21
970;111;2020-06-26;4;2020-07-04
971;187;2020-01-24;5;2020-02-01
972;33;2019-06-18;10;2019-06-26
973;184;2021-01-22;4;2021-01-30
974;86;2019-05-22;10;2019-05-30
975;71;2020-10-23;6;2020-10-31
976;49;2020-03-28;7;2020-04-05
977;65;2019-02-07;1;2019-02-15
978;114;2020-01-06;10;2020-01-14
979;98;2021-04-24;2;2021-05-02
980;160;2021-01-26;4;2021-02-03
981;46;2021-11-14;1;2021-11-22
982;168;2020-10-11;6;2020-10-19
983;131;2021-05-05;2;2021-05-13
984;185;2020-07-10;8;2020-07-18
985;189;2020-02-19;3;2020-02-27
986;176;2019-05-11;3;2019-05-19
987;17;2020-06-01;3;2020-06-09
988;128;2020-11-24;10;2020-12-02
989;167;2020-11-02;6;2020-11-10
990;162;2021-04-13;4;2021-04-21
991;14;2020-11-24;3;2020-12-02
992;141;2021-11-04;9;2021-11-12
993;87;2019-11-29;10;2019-12-07
994;75;2019-04-09;9;2019-04-17
995;139;2021-05-30;6;2021-06-07
996;132;2022-01-29;3;2022-02-06
997;145;2021-05-18;2;2021-05-26
998;153;2019-12-23;10;2019-12-31
999;169;2020-08-22;3;2020-08-30
1000;19;2019-12-29;8;2020-01-06
