order_id;product_id;quantity
14328;8;67
14608;8;85
11811;9;80
10264;8;96
12731;11;14
12274;15;35
13991;2;33
12013;19;15
14380;11;63
13092;18;8
13126;9;28
12808;5;71
13841;20;56
13451;12;58
13391;13;59
14126;9;5
13855;16;45
10689;9;39
10749;14;60
13047;1;11
10179;17;55
12361;7;41
10466;12;81
11597;19;87
11924;11;71
10977;17;28
10748;3;51
14390;19;3
12884;7;71
12325;14;50
12798;16;95
10353;10;57
10599;20;84
10878;14;21
13762;8;87
10651;19;55
11276;13;27
11868;7;96
13833;14;21
14219;6;37
14088;6;92
10432;11;15
13299;10;21
13191;4;61
14341;14;68
11523;19;33
12889;13;17
13475;6;22
14043;5;80
13656;5;27
14048;13;100
12808;5;38
14687;3;27
13757;2;3
13882;20;91
10443;17;53
13814;6;28
14729;6;48
10165;10;17
11460;15;69
10221;8;21
14317;10;25
10439;14;90
10681;15;36
11637;12;74
12044;5;58
12746;20;90
14924;17;35
10940;9;8
13186;12;7
11968;10;65
13186;18;59
13096;12;100
11613;9;9
14170;6;71
11874;9;32
13274;16;84
13056;10;54
13847;20;43
12866;16;66
12383;5;64
13524;15;57
12444;18;21
13663;11;40
11152;12;53
12342;10;63
12625;13;96
13006;14;58
14646;18;52
10286;3;11
12708;4;88
12617;6;97
11793;20;4
14523;19;37
10857;18;30
10917;17;24
11374;10;62
10955;11;73
10757;2;60
12770;8;78
10275;6;74
10663;8;17
11235;18;42
14338;16;89
11354;4;59
10365;19;64
13324;12;96
14543;12;22
11381;5;45
14725;4;37
13058;9;21
12929;7;35
12291;3;86
14452;17;73
12544;16;91
10334;19;77
13048;8;50
11606;2;9
12302;4;81
11326;9;53
10646;20;59
10414;8;74
14807;20;79
13534;7;71
11662;18;57
11732;19;20
13298;19;96
11067;14;6
13146;14;5
10528;7;10
10165;19;40
11116;8;17
12307;11;29
10226;11;92
13428;10;39
13716;3;87
12465;5;21
11035;15;75
13733;17;37
10576;4;58
12366;7;42
14622;4;100
11254;20;76
11684;14;99
12601;3;25
13000;12;55
12078;8;42
13549;8;27
10629;9;40
11834;16;88
14520;1;42
10095;15;44
10540;3;75
11089;14;6
11295;12;19
10782;19;36
12882;1;57
12248;2;86
10981;11;31
14715;18;78
11859;7;93
10498;13;65
13579;7;69
12593;13;84
12823;16;61
10833;3;99
11920;4;58
12949;6;1
10463;8;78
11212;5;41
10450;13;99
12591;16;36
14458;16;32
14428;13;54
13712;17;67
12507;12;46
12251;11;68
11196;14;48
10173;6;2
13320;20;48
13772;14;52
14641;3;8
12810;16;51
13560;11;100
10228;19;57
11243;11;41
11207;16;11
11837;4;59
13682;13;89
11151;2;36
13173;15;51
13088;19;98
14629;6;37
10377;18;34
10767;6;54
13258;6;44
11150;8;30
12513;13;35
12250;8;71
14060;16;74
14922;10;76
14152;7;17
12409;10;31
13935;10;82
13623;13;67
12514;2;9
11874;2;52
10111;3;68
14858;20;91
11924;14;32
11461;7;29
13924;19;35
10578;17;35
13022;1;43
14784;8;53
13339;16;69
14387;5;78
13348;1;40
11847;8;92
12310;9;49
14718;17;2
10768;14;46
11621;2;63
14683;2;10
12809;10;17
11944;3;52
14137;10;43
10255;18;64
14701;16;87
12743;13;64
11845;11;95
13205;12;73
11167;17;98
11614;11;86
11506;8;14
13677;14;48
11231;3;53
10597;19;4
13057;2;55
11738;2;55
12621;12;10
12851;3;5
12986;5;70
13010;15;43
14226;1;43
13099;6;78
14072;20;51
10368;3;50
14933;20;60
13068;19;54
12009;14;28
10068;7;51
12126;10;1
10844;10;8
11021;7;47
12171;12;50
13188;14;10
13879;10;86
13937;2;3
11065;6;1
11754;2;75
12083;8;98
10694;6;3
12089;11;80
12327;13;60
13847;13;22
10102;12;76
13578;14;7
12677;7;2
14574;3;92
11073;14;1
12518;9;14
13772;11;45
11566;7;74
14003;15;18
10871;12;16
13132;12;84
13795;5;88
10954;8;87
11301;2;87
11598;8;88
14332;8;32
11295;5;54
10632;11;14
13920;7;87
10363;11;31
10251;1;29
14106;5;30
11401;3;47
11064;14;74
10087;4;80
13387;8;71
14733;4;42
12554;8;93
11472;8;33
13463;12;75
13826;8;66
13493;3;96
10328;8;12
13329;15;27
10543;18;16
11421;4;13
10772;9;19
11179;7;94
10398;2;8
13052;6;25
14670;18;15
10965;16;82
10111;12;14
14053;20;71
12611;9;83
12112;8;45
12452;17;49
12490;5;73
13243;17;96
11744;4;31
11116;5;20
13635;13;19
12838;11;25
12746;9;56
14061;8;53
12558;19;41
14739;1;73
13092;12;95
10154;5;73
11620;1;35
12417;15;71
11542;19;68
11777;1;100
14005;4;61
13041;15;12
14092;5;11
13563;6;44
14978;9;32
12505;9;41
11932;15;56
13583;12;37
12515;3;12
12170;18;11
12135;19;29
10922;11;73
14462;14;76
13744;13;35
10386;2;41
14635;7;98
11907;1;84
11104;7;24
13485;10;48
14273;10;50
14873;8;96
13844;11;37
10596;3;67
11003;20;100
12701;11;62
10223;13;59
10564;10;30
11343;9;60
14685;1;56
14892;3;33
14102;15;27
12956;7;6
10787;5;51
12605;20;98
14982;20;81
14951;2;60
12759;5;97
14913;9;93
14985;1;98
11031;2;67
12100;16;4
10212;16;100
12464;6;3
13156;1;25
10353;12;67
14972;2;79
14036;2;57
11986;13;54
13805;12;13
12833;20;70
13821;15;41
13435;7;68
12830;2;72
12116;13;7
13916;6;31
14999;12;72
11648;15;27
11132;19;3
13059;20;11
10758;14;19
11921;6;97
11054;6;2
12066;9;66
12632;20;24
10251;14;92
12566;19;31
12591;6;3
14781;19;20
10822;9;12
14573;5;57
13856;19;90
11213;19;47
11559;20;82
12470;17;1
10404;17;94
12002;8;71
13316;2;98
13919;15;35
12487;10;1
11504;1;60
14005;16;21
12999;13;40
12130;9;37
12393;11;10
11259;1;83
14572;5;60
13887;5;89
14007;6;38
11812;4;25
13237;12;44
13261;7;38
13831;3;10
11968;15;46
13916;13;75
11161;4;11
11853;12;35
12854;9;18
11950;15;38
14187;14;75
12850;2;97
14105;10;10
10851;12;79
10313;2;21
14636;20;13
11712;6;76
13936;9;42
11559;3;5
12569;12;84
14775;13;94
12351;7;66
14014;8;56
12857;20;67
12981;20;51
11718;9;44
10985;10;75
13015;4;41
12511;3;19
14915;17;49
14461;16;18
10252;11;38
13481;3;32
12632;2;84
14996;13;7
13972;20;79
10676;18;71
12541;18;28
11556;15;28
11348;20;94
10575;7;47
13178;13;46
14128;15;95
12470;15;91
12738;18;46
12387;5;11
11834;2;32
14838;15;70
12272;5;80
12569;18;36
14242;10;65
13146;15;72
10462;18;53
13498;2;99
14236;18;77
11902;20;32
10837;13;38
14926;8;16
13430;5;78
13562;13;1
12653;17;27
12704;15;7
12492;11;43
12729;13;16
13866;4;83
13491;5;15
10018;7;8
11732;9;50
13150;2;3
12992;5;9
12674;6;74
14447;15;31
10136;7;79
11040;20;74
10625;1;53
13177;7;95
10427;5;84
10597;14;1
11923;4;62
11325;20;81
13417;7;12
10582;10;68
13366;6;68
12421;2;3
11329;10;86
13935;1;88
12128;20;20
14631;20;99
12069;18;24
11802;13;42
14679;7;38
12354;12;63
13059;10;7
10808;15;46
11661;14;58
10751;3;82
13252;8;54
10870;19;31
12057;12;73
10064;15;26
14837;10;40
14144;8;76
14149;18;1
14991;13;39
10903;11;68
13003;9;64
12465;17;84
10386;1;39
12052;14;35
12431;14;28
12732;17;23
13956;4;3
10877;4;45
14527;1;69
13952;11;96
12644;5;69
12516;17;76
13803;3;53
11955;17;60
11600;18;58
12977;2;2
11016;7;12
12657;13;60
10933;9;84
10618;17;96
12270;16;70
12409;11;10
11239;2;98
13982;20;5
14864;19;28
12694;7;18
11104;8;85
12295;6;41
13640;9;97
11275;16;3
13570;11;87
10247;10;22
14532;17;2
11830;17;26
11401;20;5
14661;19;93
14171;5;8
10163;17;57
12364;7;36
13640;20;52
13699;7;70
13847;11;86
10842;18;44
13960;3;10
14031;20;18
13314;15;43
12478;4;4
14647;17;29
10315;20;90
10507;9;44
14095;8;76
11649;9;82
10854;10;13
10183;15;84
11114;16;50
14609;12;41
10702;5;93
12829;11;73
11423;14;16
11969;4;93
13145;15;46
14587;16;29
11818;6;80
11252;8;51
14114;16;54
14755;15;4
13680;4;12
14248;14;64
13879;19;86
14926;19;80
11265;9;69
12977;4;34
11763;7;45
13259;10;65
11776;18;19
10238;1;63
10112;8;44
12885;12;37
13820;18;100
12939;12;86
14148;17;13
14519;14;63
13496;11;82
10630;18;84
12315;12;80
14299;5;95
14909;7;14
12608;20;89
11558;3;33
10808;6;73
14184;14;63
11187;11;47
11217;17;89
14743;1;20
10510;15;79
14780;19;85
14187;12;73
10107;6;85
14995;11;58
12198;20;96
13074;17;77
11546;2;86
14875;6;46
10150;6;90
14657;9;94
12373;3;73
14758;9;26
13905;11;23
10554;6;5
13196;19;66
10949;17;86
12852;7;51
10823;19;91
12867;20;79
14514;20;63
12401;8;66
13616;18;50
14683;3;57
10928;15;48
10512;19;47
14928;3;98
10817;20;91
12466;16;8
11344;15;63
12237;9;42
12611;4;17
10951;20;81
12501;5;86
12170;20;1
11793;12;54
13208;7;98
12743;19;76
12148;9;81
14800;18;13
13642;12;95
13980;17;99
14403;2;46
11510;3;63
11760;1;71
13634;3;63
10180;6;5
13008;6;4
12678;9;71
14584;20;40
13277;10;7
14857;15;25
10375;10;82
13632;2;48
12561;13;33
13106;8;38
11607;8;96
14606;3;44
13243;4;47
12671;11;61
10241;3;42
11485;2;18
14113;12;89
14011;19;43
14764;11;44
10973;7;23
11280;7;16
10246;12;49
10409;9;49
12899;9;31
12964;5;2
13720;20;92
12940;11;30
11695;19;28
10547;4;10
10007;2;84
14201;20;57
12883;18;3
14099;15;100
13998;20;38
12402;4;22
14858;19;25
10205;11;21
11825;19;71
10553;15;46
13868;9;33
14659;3;17
13764;17;6
14137;12;73
14915;20;84
12102;17;91
13261;14;72
11671;10;32
14703;17;13
10948;20;82
12136;15;76
10484;17;95
10835;19;16
11972;12;73
12867;5;48
11954;20;45
13921;18;32
11380;20;64
14826;19;51
10623;6;36
14647;12;69
11412;8;24
11403;8;68
10878;16;97
10132;20;4
14119;10;43
10290;1;54
14462;20;58
13160;9;34
12160;8;37
13514;6;100
11498;2;70
13169;6;77
14834;8;79
14080;4;21
12378;7;6
10039;5;27
12546;4;27
10256;1;46
10984;9;73
13999;19;75
13563;17;54
13906;10;71
14024;5;4
13756;18;94
14662;13;16
14687;4;78
10839;16;22
13962;2;36
11980;16;52
10819;3;98
11481;10;96
11143;18;46
10306;2;20
11803;19;2
11732;19;37
14869;7;68
10020;5;23
10776;17;80
11950;19;50
12733;5;74
13217;6;90
14380;14;37
14777;9;98
11300;12;45
10246;8;9
13418;15;46
12105;13;66
10922;13;34
14932;1;60
10188;11;18
10191;6;77
11088;1;22
10644;10;67
13019;5;29
14862;14;14
10620;3;45
13657;13;82
14231;19;75
12142;9;19
10556;10;98
10727;4;89
13783;18;95
13161;16;94
14429;15;49
12532;20;90
11274;7;99
11509;20;59
12620;12;43
13051;4;45
11192;19;27
10129;10;7
13039;1;32
11035;5;70
11936;6;59
14611;9;65
14096;3;17
12462;12;33
11971;8;73
10918;2;86
10687;14;36
14294;18;47
10049;8;82
11659;11;86
10627;19;28
11266;2;55
11537;8;6
13056;20;50
13888;15;94
13141;16;10
13924;17;31
10340;20;53
11245;1;6
11468;19;62
13579;3;6
13076;2;92
12277;13;76
14317;17;19
13552;1;54
11075;16;43
11178;8;28
10971;14;34
10288;13;57
14408;12;51
12169;3;64
11759;11;97
14882;5;11
10408;5;41
11280;8;71
14702;14;88
13886;20;51
14607;12;23
13332;18;62
10621;4;28
11533;10;61
11685;9;60
11112;15;51
10722;7;4
10437;13;58
12336;20;46
11080;16;10
10833;19;45
14405;20;47
10080;19;10
10575;11;94
10833;16;93
12737;2;17
11885;12;69
10444;18;100
11429;18;95
13261;3;7
10666;13;89
11097;11;34
11252;10;79
10027;10;59
12486;6;74
11014;19;63
11936;5;49
13731;20;65
13096;3;37
10783;15;99
13162;4;9
14947;15;67
13906;15;8
10470;19;15
10175;3;56
13828;4;31
12068;10;76
12093;14;44
14231;13;7
12589;3;18
11449;17;88
14045;9;28
13061;20;63
12376;11;86
13551;5;56
13699;20;70
13243;11;91
10432;11;64
14360;3;16
12081;6;32
13254;7;66
11633;4;58
12112;11;7
14584;3;26
14945;6;51
11112;19;75
10549;17;44
12941;14;14
13043;16;73
10346;4;23
11169;2;42
12517;4;74
12572;12;20
10825;7;7
14499;6;60
11672;17;87
11951;3;43
14657;7;18
12970;5;32
13256;14;33
13902;2;28
14425;11;71
12506;3;99
11440;19;39
10520;16;76
12380;12;24
12706;10;37
11438;13;7
10173;1;43
11513;3;80
10087;18;55
11935;16;3
13188;14;61
10651;14;85
10300;20;50
13852;19;56
13232;6;89
12773;10;22
13684;5;18
13584;15;56
11653;10;39
10497;18;4
11348;17;24
14081;15;54
11189;5;32
12134;6;61
14771;15;99
11137;15;22
14453;5;20
10371;5;45
11167;5;60
12801;4;40
12139;13;52
13385;2;8
11453;5;43
14465;14;66
13809;7;1
12829;16;59
10929;20;15
13137;20;36
12030;7;54
14641;15;37
13307;20;4
13239;9;61
10653;19;23
12177;3;84
10593;7;23
12415;5;62
11540;19;63
10804;10;83
10457;2;43
13904;9;66
14774;11;73
14987;16;60
14270;13;60
12564;14;63
11948;18;90
12549;15;54
10586;15;72
13035;8;17
13811;11;7
13102;15;92
12547;15;7
13797;19;16
10811;18;74
11815;12;28
14304;10;84
13504;9;17
13948;12;97
11965;1;52
11103;13;99
11560;11;95
14382;10;64
14191;16;5
10567;7;77
11005;3;40
11028;14;31
10567;6;65
11492;14;21
12996;8;5
14624;1;13
10228;17;29
12883;20;29
11919;15;65
14343;3;94
14958;7;57
10309;6;65
12908;19;59
14937;17;38
11694;11;15
11995;18;46
13026;16;1
13900;20;38
14349;9;48
14582;19;77
10131;19;55
11699;12;40
11782;6;34
14509;19;44
13403;10;42
13427;7;20
10736;2;46
10788;17;22
10293;20;66
10490;6;57
13543;16;54
12072;1;72
11424;6;32
14060;14;6
12903;4;75
11107;19;53
11024;17;84
10933;9;37
11202;6;80
12537;20;4
10333;2;89
13846;7;11
13064;3;48
11300;11;78
12671;3;7
12630;16;12
10236;15;38
12910;16;75
10913;9;55
11550;18;99
11500;3;22
13696;15;33
11052;11;55
12780;10;59
13719;1;80
12013;2;48
12565;8;64
10380;9;25
12579;3;93
10882;4;69
10328;13;55
14772;20;33
10741;17;54
10345;11;16
12217;5;62
11165;3;79
13059;13;55
14910;1;37
12830;3;95
11743;19;43
13019;10;60
10104;12;1
14822;14;14
14733;6;12
12512;6;23
12745;13;13
11225;1;18
11814;13;95
12387;15;43
10839;9;90
13892;12;50
14831;5;86
10998;2;91
10365;19;12
14230;17;31
10209;7;89
12266;7;39
12133;2;40
11816;16;92
14271;16;82
13498;7;62
14546;13;90
13574;6;5
13737;2;99
14890;8;59
11209;16;58
14297;15;93
12033;10;29
13081;15;24
10469;17;88
13010;7;36
14222;3;67
13202;18;34
14087;14;97
13060;17;6
14000;2;29
10332;3;12
11592;2;69
11559;4;32
14005;20;29
13449;8;30
13952;18;82
12925;8;43
12270;12;28
14194;2;99
14718;13;7
12119;16;11
14189;20;66
10219;14;8
10860;19;11
12472;14;26
13362;19;63
11494;10;10
11991;2;62
14313;11;3
10736;6;40
11844;2;88
14418;5;94
12883;8;100
13830;10;93
11234;19;89
10074;5;30
12968;10;10
11306;8;91
12448;14;18
13327;9;81
14925;3;52
11469;10;44
11091;16;6
14252;15;10
14621;15;14
14716;11;47
12126;1;50
14408;18;43
13263;2;49
12445;20;96
10042;10;10
14044;5;4
13249;17;27
13156;18;54
11598;9;97
14537;16;5
13169;2;27
10032;1;21
10680;4;8
12803;19;51
10822;12;11
14606;3;38
10827;6;35
10033;7;72
14582;10;87
14860;3;55
13979;1;2
10048;9;93
14092;11;73
10787;18;96
12265;3;16
12896;14;77
14140;13;51
13544;16;1
13230;4;13
13249;7;82
14842;15;96
10827;15;84
11594;10;24
14862;11;51
10267;11;81
10574;4;62
13362;8;85
10484;19;37
10426;6;92
12174;17;66
10311;1;9
13190;17;22
10289;8;74
14148;7;41
10185;14;8
10648;20;37
12410;7;67
12834;19;50
12435;12;4
10121;14;50
11044;15;7
14513;6;38
12690;17;4
10274;17;10
10256;20;46
13954;12;59
12765;20;42
12479;16;46
13071;8;43
14691;13;83
10981;10;30
14875;1;20
13019;5;91
10690;18;63
12047;8;59
11209;16;86
14395;1;36
12981;5;1
14165;20;49
10599;18;41
10698;4;26
10928;19;98
14507;11;65
13063;10;2
13920;13;13
11228;1;25
13499;19;10
13934;15;69
13136;9;10
10371;1;4
14645;13;78
12631;13;29
14100;9;67
10492;5;98
10034;15;31
10849;10;75
12653;3;3
14956;1;68
13836;9;85
14287;19;33
10403;12;36
14797;4;18
13982;13;43
14568;13;98
12469;19;70
14983;11;32
10444;15;76
12142;17;79
11845;16;82
10177;1;21
11625;18;78
13541;14;14
11726;15;65
12253;8;30
12221;15;88
10817;11;6
10983;18;98
12633;3;1
13271;18;63
11611;16;64
14646;16;25
14979;18;13
13793;7;40
10294;1;10
14730;11;29
12300;19;50
11757;18;73
13285;12;10
14408;10;29
10052;5;56
10763;5;6
13350;11;35
13761;15;62
13664;14;49
13206;6;73
13402;9;90
10548;19;26
13223;16;68
13116;5;45
10685;7;48
11263;13;34
10959;5;7
13300;18;42
14913;1;55
11079;4;33
10104;6;93
13518;10;59
11954;7;71
10661;2;65
13974;4;30
13756;5;98
14298;19;8
12652;16;36
11184;10;86
12083;19;7
11462;2;90
12156;13;72
12478;5;49
10891;6;51
14790;7;54
12280;20;41
12410;4;35
10296;16;9
13338;5;37
11407;10;56
14183;9;27
11901;17;17
14066;16;18
10188;2;23
10706;1;53
11075;9;61
10559;13;91
10245;9;35
11936;6;21
10463;8;34
14162;9;92
12546;16;27
14722;14;34
11100;13;2
12914;4;72
10458;15;70
10197;5;69
10596;10;14
10929;12;93
10627;16;87
14205;3;70
10079;19;18
13429;20;9
14210;6;16
10162;13;64
14789;10;83
10553;16;90
13619;18;15
11415;1;57
13996;5;73
11961;7;91
13138;17;10
11009;18;60
13865;11;51
10592;3;53
14536;12;98
12955;15;54
10008;17;7
13108;10;35
10112;11;20
11893;16;90
11455;13;75
11798;12;12
14574;9;81
11513;17;77
12072;4;80
10736;3;34
12456;14;91
10851;17;36
14525;3;20
13229;4;44
11613;14;46
10272;8;21
13515;14;86
10672;14;10
11108;9;33
12607;11;44
13411;10;67
13505;4;29
10406;5;90
12973;12;40
12938;5;26
11019;20;30
13894;2;43
14683;12;98
11203;9;31
11904;20;95
13591;8;65
12092;3;16
10690;7;82
14271;16;64
12587;15;29
13700;11;45
11090;13;11
12954;9;44
14358;1;88
10238;8;70
14031;19;84
10633;2;96
12303;17;85
12522;16;46
12737;9;29
10082;13;71
10676;9;11
12643;3;1
12360;19;59
14802;16;98
14165;5;68
13794;8;59
13346;5;90
14194;5;30
14370;11;75
10464;16;10
14637;18;35
13297;16;18
10685;19;37
14933;13;11
13971;10;91
12248;17;53
14827;10;100
12542;3;55
10527;11;38
10738;3;100
10263;19;21
11158;9;53
10703;19;14
12257;18;73
14338;14;41
11914;11;58
13376;15;70
13882;2;58
13690;8;8
11558;4;3
10815;10;40
12391;5;57
14244;9;91
13716;16;46
12455;11;1
11453;20;91
13085;13;31
10356;3;71
13620;17;68
11972;7;15
12873;18;62
11948;6;38
12976;14;44
14303;5;95
12044;20;5
10564;7;52
12005;20;99
10947;20;8
14675;14;9
14024;11;48
13326;8;100
11630;2;22
14349;5;69
12179;17;90
13984;15;61
13797;3;7
13999;12;53
14378;14;64
14133;11;37
10424;11;6
11398;9;53
12955;11;45
10621;7;35
10012;14;17
12284;5;43
14403;15;9
12335;12;28
10500;16;6
14980;3;93
12140;11;43
10705;9;93
12389;17;27
10812;19;92
11437;3;19
12481;8;80
10889;8;43
11050;15;67
11286;19;15
10008;8;23
12714;5;84
13577;10;73
14571;5;100
14655;3;59
10898;15;43
13714;17;67
11808;5;76
14334;6;29
14176;11;55
12519;11;44
13294;3;32
14701;8;7
11281;7;68
11167;18;65
11393;11;91
14209;1;70
10074;7;52
10335;4;96
13246;20;28
12761;12;62
11679;20;76
13450;12;33
14714;17;99
11983;13;79
11363;17;98
12789;12;31
14409;9;72
14122;8;11
10123;15;7
11775;1;63
13668;6;49
10675;12;57
10569;11;21
12782;6;80
13594;1;21
10059;7;84
13077;13;85
14272;8;29
10482;14;49
12049;15;32
14978;11;60
11065;10;65
11955;5;90
11918;19;47
12341;12;89
11863;3;30
13722;9;12
10268;19;10
11117;6;39
14656;20;10
14875;11;86
11737;19;53
10116;5;29
10010;20;61
13725;10;99
13580;14;8
10019;9;9
10848;15;53
12546;1;8
14457;9;61
12987;17;75
12727;8;1
13500;5;37
12092;16;35
13365;18;18
11066;4;54
10769;5;75
15000;19;2
10622;2;49
14442;16;5
14947;14;67
10589;8;58
11732;17;5
12036;12;3
13198;14;32
13474;14;30
12061;10;69
11437;17;23
13991;13;56
10677;17;44
10016;11;18
12807;19;34
13261;2;41
13340;10;63
10605;18;57
10002;13;59
12165;7;47
10029;15;85
14920;7;94
12456;13;94
11030;8;34
14210;13;58
11197;1;96
10427;5;80
11258;15;57
14431;4;16
14641;20;10
13941;1;51
11622;2;32
12336;11;89
11904;19;55
12914;5;65
11675;10;52
14075;17;70
10313;14;34
14846;3;9
14470;17;64
14656;19;74
10327;10;31
12874;17;41
12100;18;53
12437;9;100
14036;17;30
12298;18;29
11211;17;21
14700;12;15
11226;15;82
10893;14;41
13469;11;42
11756;16;32
11660;17;47
12823;8;43
14950;11;41
10729;6;89
14111;13;62
11125;20;14
13078;3;26
11140;15;91
12162;15;30
10377;4;83
12806;19;87
13262;5;69
12515;5;64
10828;4;15
12098;9;90
10344;13;77
11529;5;53
12975;12;69
13539;10;1
11225;13;9
13276;19;18
12867;20;55
10251;16;15
10400;15;14
12641;9;47
12376;2;85
11100;7;87
10799;2;85
10084;10;60
12586;9;71
12861;7;68
14129;16;30
12258;10;79
11478;20;55
10486;9;24
10827;16;97
13351;3;14
14238;2;56
14244;5;97
13542;17;48
14249;20;62
10020;20;41
14995;12;6
14002;10;3
11297;7;13
10153;12;63
12563;16;36
10951;18;13
14437;8;6
14073;19;90
13114;18;20
12621;2;34
10913;14;23
10391;18;10
10821;15;71
13271;8;64
12450;2;41
12853;4;7
12460;17;1
12721;3;10
10061;18;84
14722;6;93
12762;13;31
12965;12;79
13634;6;86
11927;12;15
14648;3;39
13401;12;55
12617;15;16
10253;11;33
11179;5;33
10649;15;80
12150;13;48
14235;10;86
10394;5;59
10782;13;84
13284;13;6
11876;14;21
14681;11;11
13711;8;38
10471;3;41
11676;19;10
13856;17;90
13469;15;63
13532;4;50
13576;15;54
12363;17;6
10084;17;81
14976;4;53
14019;8;80
11876;10;76
10660;11;78
12693;14;27
10062;1;48
10709;15;51
11702;13;1
13656;15;67
12130;13;47
10142;14;1
10342;20;91
12385;19;84
11442;19;7
13110;4;9
10720;7;1
12634;18;47
10542;2;31
14280;19;7
12313;13;51
14934;6;56
10181;7;86
13870;10;95
13002;20;58
10540;1;82
11328;7;51
10282;1;82
13324;9;64
10735;5;33
10933;16;38
14764;2;79
14462;12;69
12534;18;37
13163;16;4
13992;2;37
11460;18;97
12274;10;20
12716;2;35
10113;4;30
13720;19;59
14532;10;70
13833;5;25
12252;2;27
12327;8;29
14096;20;22
14748;20;75
12128;20;93
12560;5;50
11594;10;27
10497;17;94
12602;12;25
13688;10;38
10035;2;100
11679;3;92
13818;17;58
11840;20;38
12593;8;61
10204;20;11
12074;3;33
13181;5;12
14339;19;36
11830;18;19
12132;6;2
13835;9;62
14787;7;36
12657;11;69
11725;13;53
10626;9;71
11093;13;96
10746;3;94
10932;17;53
14314;11;1
11170;13;40
12755;2;90
10782;14;98
10129;1;68
14012;8;30
14992;20;37
10932;9;53
12039;18;87
13563;2;12
13497;8;100
12628;7;30
11471;7;30
12027;13;16
14614;6;79
13050;13;39
11219;3;46
10028;15;91
12020;11;70
13552;7;29
10842;12;98
13326;19;79
13518;8;54
12936;14;14
10304;18;3
11087;4;44
14232;18;33
14991;2;72
11355;5;7
10513;3;3
12702;17;52
12206;15;12
14937;4;16
11583;17;67
14322;20;43
10360;5;48
13993;4;51
10289;15;20
11176;1;18
11139;18;67
13788;5;42
10937;1;69
14236;14;17
11323;12;33
10902;15;14
14156;2;49
11248;12;13
14603;4;59
11921;14;11
12148;9;53
10113;7;44
14484;19;37
13792;19;37
10100;8;48
14825;13;11
13310;11;51
11299;12;26
13339;9;99
14821;1;44
10781;10;28
14472;14;56
13716;3;61
14626;1;19
11127;4;31
14406;15;26
13171;9;61
14938;1;33
14996;1;84
13270;1;56
12119;3;7
13669;18;93
11037;1;97
14445;17;16
13804;16;98
14677;7;74
12423;4;28
13570;12;75
14100;4;42
11576;16;87
14451;2;6
11571;16;10
12372;10;90
12444;7;43
12071;15;32
12351;18;97
11606;20;13
13929;17;94
14646;20;24
11599;11;55
13891;2;61
13691;3;33
14426;6;84
10535;11;42
10581;5;100
14139;20;90
13635;14;76
14235;8;29
11766;9;33
10153;9;16
14972;12;23
11620;14;24
12802;4;83
10044;19;66
12296;11;18
10758;18;38
10272;15;90
10390;17;51
12410;8;29
10244;7;21
13588;4;37
14717;14;94
10044;5;5
14375;11;39
10690;18;58
11759;16;98
14136;15;10
13028;5;32
10309;16;25
14859;19;85
12923;11;83
11397;4;92
13740;13;13
10314;19;69
12320;2;8
10975;5;42
13732;9;85
10431;17;45
12618;6;48
12671;15;99
10019;2;51
11427;14;12
14479;13;78
11041;2;13
10080;3;13
12833;7;88
10621;19;30
12066;9;1
12944;3;6
13742;15;32
11981;12;1
14064;3;33
14983;18;86
11597;13;32
10515;19;53
10942;1;3
12038;17;66
11282;20;37
12586;14;12
10898;9;96
11558;16;42
12367;2;14
10013;5;66
11843;7;5
14308;15;67
12360;12;60
10426;18;55
12820;3;96
11247;20;21
13334;5;28
14507;8;83
12803;9;93
12639;9;66
11618;17;89
13839;7;81
14493;10;81
14391;18;66
13925;17;47
10862;4;9
10743;12;78
12926;19;53
13163;13;92
10857;18;56
10203;4;71
11187;20;58
10462;15;19
12377;7;97
13367;14;5
10892;12;2
14839;15;25
14509;17;74
11575;1;65
14266;5;3
13299;19;73
12243;3;63
14746;6;31
12449;9;90
10165;11;89
12675;11;40
12603;18;85
14606;14;58
13925;4;36
13865;4;38
12511;13;39
13842;11;81
13260;16;1
10095;14;44
10850;18;96
12066;9;28
10396;10;47
12708;9;58
12440;8;82
12418;5;8
12791;17;34
11804;11;45
13492;17;36
13871;14;55
10864;10;92
12915;16;48
13638;11;57
13922;6;63
10326;18;91
11118;5;30
14264;4;24
13708;9;69
14172;12;89
10008;11;85
10622;13;44
12310;13;66
13576;12;66
11477;7;97
13406;17;60
12792;1;58
14871;10;32
12682;19;29
11543;13;99
11667;5;68
10485;6;47
12899;3;31
13719;18;14
13186;18;5
13582;14;86
13277;7;63
12177;14;83
12380;15;86
11719;3;20
12769;17;39
14493;18;29
10077;13;21
14690;5;12
13888;2;69
11963;2;28
11598;6;62
12900;13;38
11183;9;52
13375;20;87
10192;11;79
13890;5;16
11813;18;3
14018;20;61
10813;17;36
14909;6;7
12191;8;77
11198;17;60
11484;12;75
12972;12;78
12470;5;37
13248;10;71
12027;9;78
14580;5;28
11870;2;90
13008;17;32
13714;19;52
11661;10;76
10301;11;96
11705;18;66
14788;19;4
10454;11;52
14914;9;14
14583;4;59
14501;14;38
10842;9;33
10576;15;26
11721;6;12
11558;9;82
14815;11;11
11399;18;84
13471;20;19
12823;10;8
11150;10;52
13675;2;58
10636;10;90
12259;8;46
11975;10;98
